label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Yes,0.45180100202560425,0.8951995372772217,7.220044153655181e-07,0.5367192625999451,0.859234631061554,-0.0368809849023819,0.6102768778800964,0.7643669843673706,-0.05038885772228241,0.6663530468940735,0.6828715801239014,-0.06171733886003494,0.7170426249504089,0.6359387636184692,-0.07210338860750198,0.5775923132896423,0.6147295236587524,-0.025184161961078644,0.6357401609420776,0.5148056745529175,-0.05186748132109642,0.6735336780548096,0.4534858465194702,-0.07422862201929092,0.7065592408180237,0.4020024538040161,-0.08998823910951614,0.5260164737701416,0.5842511057853699,-0.02647821232676506,0.5620235204696655,0.46172642707824707,-0.04683510586619377,0.5886387228965759,0.38215693831443787,-0.06439316272735596,0.6126399636268616,0.3168447017669678,-0.07747328281402588,0.47257936000823975,0.5862507820129395,-0.034033309668302536,0.48265111446380615,0.4698023796081543,-0.05675186216831207,0.4970189929008484,0.3906157612800598,-0.07545823603868484,0.5151128172874451,0.32289251685142517,-0.0888022929430008,0.4182324707508087,0.6161906123161316,-0.04562400281429291,0.39327263832092285,0.5333844423294067,-0.0707540512084961,0.37669238448143005,0.4692760705947876,-0.08466704934835434,0.3662896752357483,0.4062485694885254,-0.09344927221536636
Yes,0.4517480134963989,0.8919104337692261,7.440625040544546e-07,0.5364396572113037,0.8557081818580627,-0.037774708122015,0.6091654300689697,0.7601906061172485,-0.05158407241106033,0.6663952469825745,0.6784149408340454,-0.06305614858865738,0.7178958058357239,0.6305802464485168,-0.07326671481132507,0.5759524703025818,0.610469400882721,-0.024307161569595337,0.6355222463607788,0.508552610874176,-0.04989107698202133,0.6732645630836487,0.44552165269851685,-0.07122392952442169,0.705143928527832,0.39294689893722534,-0.08604647219181061,0.5246170163154602,0.5801293253898621,-0.024743733927607536,0.5616040825843811,0.4566548764705658,-0.043677784502506256,0.5881134867668152,0.37688642740249634,-0.059922490268945694,0.61114102602005,0.31226396560668945,-0.07172200828790665,0.4713410437107086,0.5814177989959717,-0.03157510608434677,0.48184338212013245,0.4646885097026825,-0.052718497812747955,0.49646201729774475,0.38514742255210876,-0.07012692093849182,0.5143258571624756,0.317783385515213,-0.08245743066072464,0.41728276014328003,0.6105611324310303,-0.04262223839759827,0.39245128631591797,0.5279462337493896,-0.06642705947160721,0.3761252462863922,0.4640069901943207,-0.07920005917549133,0.3657344579696655,0.40225064754486084,-0.086945079267025
Yes,0.4514685869216919,0.8918675184249878,7.436070745825418e-07,0.5353243350982666,0.8536147475242615,-0.03771669790148735,0.606153130531311,0.7595418691635132,-0.05197404697537422,0.6628922820091248,0.6774464845657349,-0.06426623463630676,0.7139813303947449,0.626867949962616,-0.07509398460388184,0.5758622288703918,0.6084127426147461,-0.02175236865878105,0.6351191997528076,0.5072527527809143,-0.04770881310105324,0.6726548671722412,0.44431209564208984,-0.06981178373098373,0.7043867111206055,0.3909308910369873,-0.08519537001848221,0.5247610211372375,0.5781922936439514,-0.02265913598239422,0.5615817904472351,0.45496052503585815,-0.04150984063744545,0.5875245332717896,0.3752184808254242,-0.05829599127173424,0.610027015209198,0.30982908606529236,-0.07060231268405914,0.4713587760925293,0.580015242099762,-0.03022686205804348,0.48217111825942993,0.46525728702545166,-0.05128258094191551,0.4967929422855377,0.38639751076698303,-0.06867276132106781,0.5146504044532776,0.3192480206489563,-0.08106391876935959,0.4169784188270569,0.6097910404205322,-0.04212838038802147,0.39275869727134705,0.5278671979904175,-0.06542225182056427,0.3763843774795532,0.4647101163864136,-0.07757779210805893,0.36543411016464233,0.4035431146621704,-0.08501190692186356
Yes,0.45063045620918274,0.8923397064208984,7.420551924042229e-07,0.5352060794830322,0.8548008799552917,-0.03812310844659805,0.6057946681976318,0.7590793371200562,-0.05245816707611084,0.6629115343093872,0.6756165027618408,-0.06487560272216797,0.7150278091430664,0.6259930729866028,-0.07593348622322083,0.5761597156524658,0.6090532541275024,-0.022460946813225746,0.6354135274887085,0.5063692331314087,-0.04882057383656502,0.6735056638717651,0.4437140226364136,-0.07129313051700592,0.7061943411827087,0.3906552791595459,-0.08709388226270676,0.5250747203826904,0.579538106918335,-0.02334551140666008,0.5611097812652588,0.45528894662857056,-0.04303472489118576,0.5875554084777832,0.3747568130493164,-0.06090988963842392,0.610703706741333,0.30825695395469666,-0.07423635572195053,0.4717009365558624,0.5822449326515198,-0.03084082528948784,0.4823237359523773,0.46896305680274963,-0.05261394754052162,0.49647268652915955,0.38962769508361816,-0.07092104852199554,0.5138779282569885,0.3214609622955322,-0.08407840877771378,0.4170411229133606,0.612686038017273,-0.04266341030597687,0.39339858293533325,0.530699610710144,-0.06642311811447144,0.3771594762802124,0.4676448106765747,-0.07907406240701675,0.3660978078842163,0.40610557794570923,-0.08705223351716995
Yes,0.4529055058956146,0.8968478441238403,6.964411909393675e-07,0.5370491743087769,0.861903190612793,-0.03529570251703262,0.6080659627914429,0.7645063996315002,-0.0468306802213192,0.6658982634544373,0.6833128929138184,-0.05690185725688934,0.7170063257217407,0.6374679207801819,-0.06544872373342514,0.5787845849990845,0.6116267442703247,-0.017529966309666634,0.6372385025024414,0.5097514390945435,-0.041437845677137375,0.6750803589820862,0.44761210680007935,-0.062249355018138885,0.7071729898452759,0.39668500423431396,-0.07690417021512985,0.5268422365188599,0.5815288424491882,-0.01857207715511322,0.5617339015007019,0.4579427242279053,-0.035792335867881775,0.5873482823371887,0.37924185395240784,-0.051718343049287796,0.6093319058418274,0.3162349760532379,-0.06347139924764633,0.4733628034591675,0.5842872858047485,-0.026186088100075722,0.4829709827899933,0.4689752757549286,-0.045839857310056686,0.49730926752090454,0.3914157450199127,-0.06289362162351608,0.5146429538726807,0.326188862323761,-0.07523111999034882,0.41911977529525757,0.6143410801887512,-0.038028888404369354,0.39444321393966675,0.5317083597183228,-0.060626283288002014,0.3781721591949463,0.46879497170448303,-0.07303977757692337,0.36791491508483887,0.4080575406551361,-0.08075015991926193
Yes,0.4509935975074768,0.8979162573814392,7.21292622074543e-07,0.53432297706604,0.8597927093505859,-0.03645318001508713,0.6052126288414001,0.7627160549163818,-0.04963582381606102,0.6641668081283569,0.6800500154495239,-0.06130180135369301,0.7169820070266724,0.631582498550415,-0.07167819142341614,0.5769973993301392,0.6117790341377258,-0.018493838608264923,0.6355429887771606,0.5108559131622314,-0.04317715764045715,0.6734535098075867,0.4494974613189697,-0.06509818881750107,0.7063248157501221,0.39803969860076904,-0.08071842044591904,0.5264729857444763,0.5822620391845703,-0.019829953089356422,0.5619751811027527,0.46061471104621887,-0.037280451506376266,0.5877877473831177,0.38154178857803345,-0.05431307852268219,0.6106535196304321,0.3161437213420868,-0.06741340458393097,0.4733593463897705,0.5849348306655884,-0.027847105637192726,0.4846854507923126,0.4714122414588928,-0.04771514609456062,0.4972594678401947,0.3922482132911682,-0.06555944681167603,0.5130006670951843,0.3240523040294647,-0.07884887605905533,0.4184175729751587,0.6152211427688599,-0.04016858711838722,0.3939860761165619,0.5342281460762024,-0.06271862238645554,0.3772398829460144,0.47173821926116943,-0.07514208555221558,0.36590975522994995,0.41070398688316345,-0.08317107707262039
Yes,0.45095694065093994,0.8963496088981628,7.349810289269954e-07,0.5351273417472839,0.8608805537223816,-0.038607727736234665,0.6060172319412231,0.7627385854721069,-0.05286432430148125,0.6643901467323303,0.6781587600708008,-0.06478007137775421,0.7183469533920288,0.6297948956489563,-0.0755079910159111,0.5766733884811401,0.6124544739723206,-0.024070313200354576,0.6359161138534546,0.5109983086585999,-0.050113555043935776,0.673735499382019,0.44810202717781067,-0.07226414978504181,0.7061187028884888,0.3944379687309265,-0.08807961642742157,0.5255194902420044,0.5821681022644043,-0.024533649906516075,0.5619947910308838,0.45967572927474976,-0.04385429993271828,0.5879285931587219,0.3794146776199341,-0.06116605922579765,0.6106225252151489,0.3127586245536804,-0.07423447072505951,0.4718012511730194,0.5845821499824524,-0.03155316784977913,0.48290422558784485,0.4692409336566925,-0.05343450978398323,0.4970768690109253,0.3901989459991455,-0.07174959778785706,0.5142797231674194,0.32203301787376404,-0.08502289652824402,0.41729843616485596,0.6147692203521729,-0.04284296929836273,0.3927456736564636,0.5322327613830566,-0.06744161248207092,0.3761218190193176,0.46871232986450195,-0.08093944936990738,0.36503785848617554,0.4065197706222534,-0.08950111269950867
Yes,0.45159417390823364,0.896424412727356,7.285987635441415e-07,0.5358672142028809,0.8605448603630066,-0.03922618180513382,0.6064015626907349,0.7637019753456116,-0.05366245284676552,0.6638683676719666,0.6786428093910217,-0.06556849926710129,0.7155631184577942,0.6280567049980164,-0.07634679973125458,0.5770434737205505,0.6129762530326843,-0.0258945282548666,0.63651442527771,0.5117506980895996,-0.05245313420891762,0.6739689111709595,0.4484003782272339,-0.07496930658817291,0.7056742906570435,0.3938429057598114,-0.09105280786752701,0.5254632234573364,0.5825494527816772,-0.02615346759557724,0.5622159242630005,0.45947661995887756,-0.04592745006084442,0.5881498456001282,0.3788425028324127,-0.06360980868339539,0.6104888319969177,0.31195512413978577,-0.07698959857225418,0.47146040201187134,0.5852388739585876,-0.032851677387952805,0.48268216848373413,0.47039395570755005,-0.054919466376304626,0.49650269746780396,0.39122462272644043,-0.07351192831993103,0.5132271647453308,0.32304060459136963,-0.08706284314393997,0.4167543053627014,0.6160233616828918,-0.043841928243637085,0.3923332095146179,0.5339517593383789,-0.06855084747076035,0.3757135272026062,0.47063207626342773,-0.08209729194641113,0.36458316445350647,0.4087722599506378,-0.09073023498058319
Yes,0.45218002796173096,0.8980449438095093,7.43283976589737e-07,0.5361058115959167,0.861775815486908,-0.038659367710351944,0.6063365340232849,0.7646636366844177,-0.0528990812599659,0.6640996932983398,0.6803945302963257,-0.06476037949323654,0.7163650393486023,0.6313239336013794,-0.07543956488370895,0.5756343007087708,0.6140041351318359,-0.024136366322636604,0.6349847912788391,0.5127356648445129,-0.050137490034103394,0.6728280186653137,0.4499584436416626,-0.07235925644636154,0.7051409482955933,0.39698657393455505,-0.08799032121896744,0.5242020487785339,0.5842453837394714,-0.02440512739121914,0.5611311793327332,0.4613654613494873,-0.04309066757559776,0.5869908332824707,0.3805170953273773,-0.06004469469189644,0.6096171736717224,0.3133705258369446,-0.07283665239810944,0.47052451968193054,0.5869479775428772,-0.031226789578795433,0.48171189427375793,0.4712259769439697,-0.05230410024523735,0.49532437324523926,0.39147448539733887,-0.07020942121744156,0.5120821595191956,0.32296305894851685,-0.08324556052684784,0.4159044027328491,0.6176109910011292,-0.04235953837633133,0.39107370376586914,0.5349901914596558,-0.06622976809740067,0.3744719922542572,0.47161203622817993,-0.07912297546863556,0.3635302484035492,0.40981125831604004,-0.08722105622291565
Yes,0.45259562134742737,0.910101056098938,7.24633594018087e-07,0.5381239056587219,0.873367965221405,-0.037509217858314514,0.6083328723907471,0.7755916118621826,-0.0516388900578022,0.6619313955307007,0.6898152232170105,-0.06381355226039886,0.7136635780334473,0.6406182646751404,-0.07484899461269379,0.5751101970672607,0.6245020627975464,-0.024805108085274696,0.6338291168212891,0.5202105641365051,-0.05293137580156326,0.6731787323951721,0.4587029814720154,-0.07619772851467133,0.7072159051895142,0.4081273376941681,-0.0922318547964096,0.5227794051170349,0.5955262780189514,-0.025980157777667046,0.5584248900413513,0.46998023986816406,-0.04744754359126091,0.5840135812759399,0.3890976309776306,-0.06586864590644836,0.6064521074295044,0.3226926326751709,-0.07925323396921158,0.46910998225212097,0.5989716649055481,-0.03351592272520065,0.4787392020225525,0.48278844356536865,-0.05676284804940224,0.4918627142906189,0.4021591544151306,-0.07517264783382416,0.5084291696548462,0.33351045846939087,-0.0880894809961319,0.41500213742256165,0.6305957436561584,-0.04517800733447075,0.3908596634864807,0.5467627048492432,-0.07003521919250488,0.37441766262054443,0.48268595337867737,-0.08295324444770813,0.3633933365345001,0.42079466581344604,-0.09081777185201645
Yes,0.4486254155635834,0.913236677646637,7.252431259985315e-07,0.5368075966835022,0.8764167428016663,-0.03827528655529022,0.6071673631668091,0.7783157229423523,-0.052557140588760376,0.6590403318405151,0.6894770264625549,-0.06508861482143402,0.7121732234954834,0.6402537226676941,-0.07650215178728104,0.5712674260139465,0.624445915222168,-0.022248784080147743,0.6285679936408997,0.5197343230247498,-0.050123121589422226,0.6674887537956238,0.45755475759506226,-0.0738258957862854,0.7013089060783386,0.40602564811706543,-0.0902893915772438,0.5180960893630981,0.5964148640632629,-0.02289360761642456,0.5522801876068115,0.47246041893959045,-0.04395322874188423,0.577407956123352,0.3917333483695984,-0.06272488087415695,0.5999324321746826,0.32510092854499817,-0.07647924870252609,0.464272141456604,0.6001500487327576,-0.03019200637936592,0.4733450412750244,0.48533132672309875,-0.053025022149086,0.48571720719337463,0.40536391735076904,-0.0712660625576973,0.5017480850219727,0.33742931485176086,-0.08410465717315674,0.4105851650238037,0.6322264671325684,-0.041822269558906555,0.38598597049713135,0.5490205883979797,-0.06612571328878403,0.36942288279533386,0.4858245253562927,-0.07883253693580627,0.3582036793231964,0.4248315393924713,-0.08659693598747253
Yes,0.4448118805885315,0.9094989895820618,7.660334517822776e-07,0.5326762199401855,0.8721217513084412,-0.037293076515197754,0.6074383854866028,0.7715432643890381,-0.050674472004175186,0.6617221832275391,0.6842736601829529,-0.062298186123371124,0.7132176160812378,0.63625168800354,-0.07297186553478241,0.5687937140464783,0.6161341667175293,-0.021086599677801132,0.6267682313919067,0.5115854144096375,-0.04692179337143898,0.6655101180076599,0.448918879032135,-0.069273941218853,0.698917031288147,0.39742356538772583,-0.08515814691781998,0.5156246423721313,0.5883282423019409,-0.02246653474867344,0.5504254102706909,0.46411243081092834,-0.042663149535655975,0.5773845911026001,0.3822096288204193,-0.061095964163541794,0.6016784906387329,0.31407085061073303,-0.0744350329041481,0.4617592990398407,0.5925478339195251,-0.030376678332686424,0.470535010099411,0.4754548966884613,-0.05310343950986862,0.4851981997489929,0.3944908678531647,-0.07209466397762299,0.503377377986908,0.32416602969169617,-0.08535254001617432,0.40813302993774414,0.625161349773407,-0.042458273470401764,0.38293954730033875,0.5428216457366943,-0.06774161010980606,0.3661476671695709,0.4781903922557831,-0.08165007084608078,0.3551321029663086,0.41469037532806396,-0.09015548229217529
Yes,0.4442135691642761,0.913037896156311,7.512210800086905e-07,0.5295805335044861,0.8755005598068237,-0.03872624412178993,0.600566029548645,0.7770600318908691,-0.05315640941262245,0.6565310955047607,0.6916589736938477,-0.06539657711982727,0.707859456539154,0.640888512134552,-0.07635601609945297,0.566774308681488,0.6223498582839966,-0.02421565353870392,0.6250137686729431,0.5181761980056763,-0.0514654703438282,0.6635251641273499,0.4540749192237854,-0.07457838952541351,0.6968843340873718,0.40015876293182373,-0.09071256965398788,0.5144416689872742,0.5927860736846924,-0.024755293503403664,0.5497131943702698,0.4672483205795288,-0.044785600155591965,0.5753523707389832,0.3854968845844269,-0.06237422674894333,0.5980892777442932,0.3179183602333069,-0.07520287483930588,0.4607726037502289,0.5962364077568054,-0.031903550028800964,0.4694766104221344,0.47933369874954224,-0.05389701947569847,0.4822327494621277,0.3986869752407074,-0.07185237109661102,0.49879634380340576,0.329316645860672,-0.08457237482070923,0.40708035230636597,0.6286517977714539,-0.04343660920858383,0.38138920068740845,0.5470520257949829,-0.06762343645095825,0.36423760652542114,0.4841572344303131,-0.08050508797168732,0.35291412472724915,0.42288920283317566,-0.08837044984102249
